Lat,Long,Name,Tenths,BendName,BendNumber
38.93494,-92.50944,182.4,4,,
38.93604,-92.51066,182.5,5,,
38.9371,-92.51193,182.6,6,,
38.93818,-92.51329,182.7,7,,
38.93916,-92.51479,182.8,8,,
38.93996,-92.51635,182.9,9,,
38.9407,-92.518,183,0,,
38.94135,-92.51961,183.1,1,,
38.94203,-92.52122,183.2,2,,
38.94272,-92.52285,183.3,3,,
38.94345,-92.52448,183.4,4,,
38.94418,-92.52608,183.5,5,,
38.94492,-92.52768,183.6,6,,
38.9457,-92.52924,183.7,7,,
38.94652,-92.53077,183.8,8,,
38.94738,-92.53227,183.9,9,,
38.94827,-92.53373,184,0,,
38.94916,-92.5352,184.1,1,,
38.95012,-92.53659,184.2,2,,
38.95117,-92.53787,184.3,3,,
38.95231,-92.53902,184.4,4,,
38.95363,-92.54004,184.5,5,,
38.95493,-92.54091,184.6,6,,
38.95622,-92.54177,184.7,7,,
38.9575,-92.54262,184.8,8,,
38.95878,-92.54354,184.9,9,,
38.95998,-92.54447,185,0,,
38.96117,-92.5455,185.1,1,,
38.96234,-92.54659,185.2,2,,
38.96348,-92.54771,185.3,3,,
38.96461,-92.54887,185.4,4,,
38.96575,-92.55009,185.5,5,,
38.96685,-92.5513,185.6,6,,
38.96789,-92.55259,185.7,7,,
38.96891,-92.5539,185.8,8,,
38.96989,-92.55531,185.9,9,,
38.97073,-92.55675,186,0,,
38.97154,-92.55839,186.1,1,,
38.97218,-92.56005,186.2,2,,
38.97267,-92.56183,186.3,3,,
38.97299,-92.56364,186.4,4,,
38.9732,-92.56553,186.5,5,,
38.9731,-92.56742,186.6,6,,
38.97275,-92.56917,186.7,7,,
38.97221,-92.57077,186.8,8,,
38.9715,-92.5725,186.9,9,,
38.97078,-92.57405,187,0,,
38.96997,-92.5757,187.1,1,,
38.96932,-92.57723,187.2,2,,
38.96874,-92.57896,187.3,3,,
38.96823,-92.58072,187.4,4,,
38.9678,-92.5825,187.5,5,,
38.96746,-92.58431,187.6,6,,
38.96721,-92.58614,187.7,7,,
38.96698,-92.588,187.8,8,,
38.96682,-92.5898,187.9,9,,
38.96666,-92.59169,188,0,,
38.96654,-92.59361,188.1,1,,
38.9665,-92.59547,188.2,2,,
38.96654,-92.59736,188.3,3,,
38.96669,-92.5992,188.4,4,,
38.96689,-92.60104,188.5,5,,
38.96716,-92.60287,188.6,6,,
38.96746,-92.60463,188.7,7,,
38.96781,-92.60641,188.8,8,,
38.96827,-92.60819,188.9,9,,
38.96885,-92.60994,189,0,,
38.96946,-92.61154,189.1,1,,
38.97013,-92.61319,189.2,2,,
38.97079,-92.61488,189.3,3,,
38.97141,-92.61654,189.4,4,,
38.97201,-92.61824,189.5,5,,
38.97256,-92.62001,189.6,6,,
38.97304,-92.62177,189.7,7,,
38.97346,-92.62354,189.8,8,,
38.97387,-92.62532,189.9,9,,
38.97426,-92.62713,190,0,,
38.97463,-92.62903,190.1,1,,
38.97494,-92.63078,190.2,2,,
38.97524,-92.6326,190.3,3,,
38.97552,-92.6345,190.4,4,,
38.97577,-92.63633,190.5,5,,
38.97599,-92.63808,190.6,6,,
38.97621,-92.63991,190.7,7,,
38.97639,-92.64176,190.8,8,,
38.97656,-92.64358,190.9,9,,
38.97672,-92.64542,191,0,,
38.97687,-92.64726,191.1,1,,
38.977,-92.64909,191.2,2,,
38.97712,-92.65092,191.3,3,,
38.97721,-92.65277,191.4,4,,
38.97725,-92.65463,191.5,5,,
38.97719,-92.65643,191.6,6,,
38.97701,-92.65831,191.7,7,,
38.97676,-92.66014,191.8,8,,
38.97647,-92.66196,191.9,9,,
38.97617,-92.66384,192,0,,
38.97592,-92.66566,192.1,1,,
38.97568,-92.66749,192.2,2,,
38.97547,-92.6693,192.3,3,,
38.97527,-92.67114,192.4,4,,
38.97509,-92.67298,192.5,5,,
38.97493,-92.67483,192.6,6,,
38.9748,-92.67668,192.7,7,,
38.97471,-92.67853,192.8,8,,
38.97469,-92.68026,192.9,9,,
38.97469,-92.68212,193,0,,
38.97471,-92.68398,193.1,1,,
38.97474,-92.68583,193.2,2,,
38.97481,-92.68769,193.3,3,,
38.97495,-92.68951,193.4,4,,
38.97521,-92.69133,193.5,5,,
38.97568,-92.69314,193.6,6,,
38.97633,-92.69483,193.7,7,,
38.97713,-92.69639,193.8,8,,
38.97794,-92.69793,193.9,9,,
38.97872,-92.69949,194,0,,
38.97955,-92.70106,194.1,1,,
38.98032,-92.70265,194.2,2,,
38.98103,-92.70427,194.3,3,,
38.98173,-92.7059,194.4,4,,
38.98235,-92.70751,194.5,5,,
38.98297,-92.70923,194.6,6,,
38.98349,-92.71097,194.7,7,,
38.98393,-92.71274,194.8,8,,
38.9843,-92.71451,194.9,9,,
38.98458,-92.71626,195,0,,
38.98479,-92.71819,195.1,1,,
38.98493,-92.72004,195.2,2,,
38.98501,-92.72189,195.3,3,,
38.98499,-92.72364,195.4,4,,
38.98486,-92.7255,195.5,5,,
38.98469,-92.72736,195.6,6,,
38.9845,-92.7292,195.7,7,,
38.98427,-92.7311,195.8,8,,
38.98405,-92.73292,195.9,9,,
38.98381,-92.73473,196,0,,
38.98353,-92.73653,196.1,1,,
38.98327,-92.73831,196.2,2,,
38.98298,-92.74022,196.3,3,,
38.98269,-92.74194,196.4,4,,
38.98236,-92.74375,196.5,5,,
38.98196,-92.74553,196.6,6,,
38.98145,-92.7474,196.7,7,,
38.9809,-92.74913,196.8,8,,
38.98027,-92.75075,196.9,9,,
38.97957,-92.75234,197,0,,
38.97886,-92.75396,197.1,1,,
38.97817,-92.75559,197.2,2,,
38.97746,-92.75721,197.3,3,,
38.97674,-92.75882,197.4,4,,
38.97597,-92.76049,197.5,5,,
38.9752,-92.76209,197.6,6,,
38.97445,-92.76369,197.7,7,,
38.9738,-92.76526,197.8,8,,
38.97321,-92.76696,197.9,9,,
38.97271,-92.76871,198,0,,
38.9723,-92.77049,198.1,1,,
38.97199,-92.77232,198.2,2,,
38.97176,-92.77415,198.3,3,,
38.97154,-92.77599,198.4,4,,
38.97137,-92.77779,198.5,5,,
38.97123,-92.77966,198.6,6,,
38.97115,-92.78154,198.7,7,,
38.97108,-92.78335,198.8,8,,
38.9711,-92.78524,198.9,9,,
38.97116,-92.78706,199,0,,
38.97123,-92.78883,199.1,1,,
38.9714,-92.79067,199.2,2,,
38.97174,-92.79248,199.3,3,,
38.97221,-92.79423,199.4,4,,
38.97271,-92.79584,199.5,5,,
38.97333,-92.7975,199.6,6,,
38.97399,-92.79912,199.7,7,,
38.97469,-92.80076,199.8,8,,
38.9753,-92.80249,199.9,9,,
38.97582,-92.80434,200,0,,
38.97631,-92.80606,200.1,1,,
38.97676,-92.80779,200.2,2,,
38.9772,-92.80951,200.3,3,,
38.97762,-92.8113,200.4,4,,
38.97798,-92.81305,200.5,5,,
38.97835,-92.8149,200.6,6,,
38.97868,-92.81675,200.7,7,,
38.97888,-92.81859,200.8,8,,
38.97895,-92.82042,200.9,9,,
38.97886,-92.82231,201,0,,
38.97871,-92.82423,201.1,1,,
38.97858,-92.8261,201.2,2,,
38.97845,-92.8279,201.3,3,,
38.97835,-92.82977,201.4,4,,
38.97831,-92.8316,201.5,5,,
38.9783,-92.83345,201.6,6,,
38.97833,-92.8353,201.7,7,,
38.97839,-92.83717,201.8,8,,
38.97852,-92.83902,201.9,9,,
38.97869,-92.84082,202,0,,
38.97891,-92.84268,202.1,1,,
38.97918,-92.8445,202.2,2,,
38.97951,-92.84632,202.3,3,,
38.9799,-92.84811,202.4,4,,
38.98039,-92.84985,202.5,5,,
38.98097,-92.85152,202.6,6,,
38.98167,-92.85319,202.7,7,,
38.98244,-92.85475,202.8,8,,
38.98328,-92.8563,202.9,9,,
38.98415,-92.85789,203,0,,
38.985,-92.85934,203.1,1,,
38.98591,-92.86078,203.2,2,,
38.98689,-92.86212,203.3,3,,
38.98802,-92.86329,203.4,4,,
38.98926,-92.86431,203.5,5,,
38.99054,-92.8652,203.6,6,,
38.99183,-92.86604,203.7,7,,
38.9931,-92.86695,203.8,8,,
38.99428,-92.86787,203.9,9,,
38.99548,-92.86891,204,0,,
38.99667,-92.86996,204.1,1,,
38.99782,-92.8711,204.2,2,,
38.99888,-92.87227,204.3,3,,
38.99997,-92.87358,204.4,4,,
39.00109,-92.87496,204.5,5,,
39.00215,-92.87642,204.6,6,,
39.0031,-92.87781,204.7,7,,
39.00401,-92.87927,204.8,8,,
39.00483,-92.88075,204.9,9,,
39.00572,-92.88228,205,0,,
39.00631,-92.88397,205.1,1,,
39.00672,-92.88575,205.2,2,,
39.00694,-92.88749,205.3,3,,
39.00717,-92.88933,205.4,4,,
39.00744,-92.89107,205.5,5,,
39.00775,-92.89286,205.6,6,,
39.00808,-92.89468,205.7,7,,
39.00843,-92.89653,205.8,8,,
39.00882,-92.89834,205.9,9,,
39.00926,-92.90013,206,0,,
39.00976,-92.90185,206.1,1,,
39.0105,-92.90382,206.2,2,,
39.01112,-92.90515,206.3,3,,
39.01192,-92.90666,206.4,4,,
39.01271,-92.90799,206.5,5,,
39.01379,-92.90948,206.6,6,,
39.01491,-92.91071,206.7,7,,
39.01607,-92.91182,206.8,8,,
39.01732,-92.91276,206.9,9,,
39.0186,-92.91339,207,0,,
39.01996,-92.91397,207.1,1,,
39.02136,-92.91442,207.2,2,,
39.02291,-92.91484,207.3,3,,
39.02433,-92.91514,207.4,4,,
39.02575,-92.91553,207.5,5,,
39.02718,-92.91592,207.6,6,,
39.02858,-92.91632,207.7,7,,
39.02996,-92.91674,207.8,8,,
39.03138,-92.91714,207.9,9,,
39.03277,-92.91766,208,0,,
39.03416,-92.91818,208.1,1,,
39.03544,-92.91874,208.2,2,,
39.03681,-92.91937,208.3,3,,
39.03817,-92.92006,208.4,4,,
39.03953,-92.92085,208.5,5,,
39.0408,-92.92172,208.6,6,,
39.04196,-92.92287,208.7,7,,
39.04302,-92.92417,208.8,8,,
39.04397,-92.92531,208.9,9,,
39.04507,-92.92652,209,0,,
39.04619,-92.92763,209.1,1,,
39.04739,-92.92873,209.2,2,,
39.04859,-92.92977,209.3,3,,
39.04986,-92.93068,209.4,4,,
39.05117,-92.93157,209.5,5,,
39.05246,-92.93236,209.6,6,,
39.05374,-92.93313,209.7,7,,
39.05509,-92.93386,209.8,8,,
39.05644,-92.93453,209.9,9,,
39.05774,-92.93508,210,0,,
39.05915,-92.93551,210.1,1,,
39.06058,-92.93575,210.2,2,,
39.06207,-92.93568,210.3,3,,
39.06346,-92.93541,210.4,4,,
39.0649,-92.93489,210.5,5,,
39.06622,-92.93402,210.6,6,,
39.06732,-92.93276,210.7,7,,
39.06821,-92.93126,210.8,8,,
39.06884,-92.92958,210.9,9,,
39.06921,-92.92786,211,0,,
39.06953,-92.92599,211.1,1,,
39.06989,-92.92422,211.2,2,,
39.07034,-92.92245,211.3,3,,
39.07091,-92.92072,211.4,4,,
39.0716,-92.91907,211.5,5,,
39.0724,-92.91751,211.6,6,,
39.07337,-92.91613,211.7,7,,
39.07441,-92.91483,211.8,8,,
39.07552,-92.91353,211.9,9,,
39.07658,-92.91239,212,0,,
39.07773,-92.91131,212.1,1,,
39.07889,-92.91028,212.2,2,,
39.08014,-92.90927,212.3,3,,
39.08131,-92.90844,212.4,4,,
39.08258,-92.90771,212.5,5,,
39.08393,-92.90713,212.6,6,,
39.08527,-92.90672,212.7,7,,
39.08671,-92.90648,212.8,8,,
39.08826,-92.90635,212.9,9,,
39.08981,-92.90638,213,0,,
39.09127,-92.90643,213.1,1,,
39.0926,-92.90659,213.2,2,,
39.09403,-92.90697,213.3,3,,
39.09542,-92.90766,213.4,4,,
39.09656,-92.90878,213.5,5,,
39.09737,-92.9104,213.6,6,,
39.09775,-92.91219,213.7,7,,
39.09785,-92.9141,213.8,8,,
39.09771,-92.9159,213.9,9,,
39.09747,-92.91778,214,0,,
39.09731,-92.91957,214.1,1,,
39.09723,-92.92143,214.2,2,,
39.09722,-92.92332,214.3,3,,
39.09728,-92.92518,214.4,4,,
39.09747,-92.92702,214.5,5,,
39.09774,-92.92888,214.6,6,,
39.09806,-92.93065,214.7,7,,
39.09845,-92.93245,214.8,8,,
39.09888,-92.93423,214.9,9,,
39.09933,-92.93603,215,0,,
39.0998,-92.93751,215.1,1,,
39.10048,-92.93917,215.2,2,,
39.10125,-92.94077,215.3,3,,
39.10214,-92.9423,215.4,4,,
39.10314,-92.94362,215.5,5,,
39.10432,-92.94479,215.6,6,,
39.10564,-92.9457,215.7,7,,
39.10702,-92.94631,215.8,8,,
39.10856,-92.94665,215.9,9,,
39.10996,-92.94669,216,0,,
39.11136,-92.94665,216.1,1,,
39.11279,-92.94654,216.2,2,,
39.11419,-92.94639,216.3,3,,
39.11566,-92.94621,216.4,4,,
39.11712,-92.94609,216.5,5,,
39.11854,-92.946,216.6,6,,
39.12,-92.94587,216.7,7,,
39.12163,-92.94558,216.8,8,,
39.12302,-92.94505,216.9,9,,
39.12436,-92.94424,217,0,,
39.12557,-92.94319,217.1,1,,
39.12656,-92.94181,217.2,2,,
39.12733,-92.94022,217.3,3,,
39.12788,-92.93853,217.4,4,,
39.12818,-92.93678,217.5,5,,
39.12827,-92.93492,217.6,6,,
39.12831,-92.93304,217.7,7,,
39.12837,-92.93116,217.8,8,,
39.12844,-92.92931,217.9,9,,
39.12849,-92.92745,218,0,,
39.1287,-92.92559,218.1,1,,
39.12911,-92.92378,218.2,2,,
39.12972,-92.92211,218.3,3,,
39.13047,-92.92054,218.4,4,,
39.1313,-92.91897,218.5,5,,
39.13216,-92.9175,218.6,6,,
39.13309,-92.916,218.7,7,,
39.13409,-92.91467,218.8,8,,
39.13515,-92.9134,218.9,9,,
39.13623,-92.91217,219,0,,
39.13733,-92.91105,219.1,1,,
39.13854,-92.91,219.2,2,,
39.13979,-92.90904,219.3,3,,
39.14108,-92.90818,219.4,4,,
39.14237,-92.90734,219.5,5,,
39.14369,-92.90665,219.6,6,,
39.14516,-92.90618,219.7,7,,
39.14661,-92.9059,219.8,8,,
39.14807,-92.90578,219.9,9,,
39.14942,-92.90582,220,0,,
39.15091,-92.90604,220.1,1,,
39.15235,-92.90636,220.2,2,,
39.15379,-92.90661,220.3,3,,
39.15526,-92.90684,220.4,4,,
39.15671,-92.90699,220.5,5,,
39.15816,-92.90707,220.6,6,,
39.15961,-92.90706,220.7,7,,
39.16104,-92.90694,220.8,8,,
39.16248,-92.90672,220.9,9,,
39.16391,-92.90638,221,0,,
39.16539,-92.90589,221.1,1,,
39.16677,-92.9053,221.2,2,,
39.16822,-92.90457,221.3,3,,
39.16952,-92.90383,221.4,4,,
39.17079,-92.90301,221.5,5,,
39.17206,-92.9021,221.6,6,,
39.17327,-92.90112,221.7,7,,
39.17448,-92.90004,221.8,8,,
39.17562,-92.89888,221.9,9,,
39.17668,-92.89757,222,0,,
39.17765,-92.8961,222.1,1,,
39.17849,-92.89456,222.2,2,,
39.17922,-92.89295,222.3,3,,
39.1798,-92.89123,222.4,4,,
39.18032,-92.88952,222.5,5,,
39.18085,-92.88779,222.6,6,,
39.18141,-92.8861,222.7,7,,
39.18202,-92.88441,222.8,8,,
39.18261,-92.88272,222.9,9,,
39.18327,-92.88108,223,0,,
39.18401,-92.87943,223.1,1,,
39.18477,-92.87786,223.2,2,,
39.18563,-92.87627,223.3,3,,
39.18648,-92.87479,223.4,4,,
39.18737,-92.87334,223.5,5,,
39.18831,-92.87196,223.6,6,,
39.18931,-92.87061,223.7,7,,
39.19035,-92.86932,223.8,8,,
39.19145,-92.86811,223.9,9,,
39.19254,-92.867,224,0,,
39.19372,-92.86582,224.1,1,,
39.19491,-92.86472,224.2,2,,
39.19609,-92.86364,224.3,3,,
39.19737,-92.86253,224.4,4,,
39.1986,-92.86152,224.5,5,,
39.1998,-92.86056,224.6,6,,
39.20105,-92.85962,224.7,7,,
39.20231,-92.85872,224.8,8,,
39.20357,-92.85788,224.9,9,,
39.20483,-92.85706,225,0,,
39.20612,-92.85623,225.1,1,,
39.20743,-92.85544,225.2,2,,
39.20876,-92.8547,225.3,3,,
39.2101,-92.854,225.4,4,,
39.21137,-92.85335,225.5,5,,
39.21273,-92.8527,225.6,6,,
39.2141,-92.85209,225.7,7,,
39.21547,-92.85149,225.8,8,,
39.21686,-92.85093,225.9,9,,
39.21826,-92.85047,226,0,,
39.21974,-92.85004,226.1,1,,
39.22113,-92.84968,226.2,2,,
39.22259,-92.84942,226.3,3,,
39.22401,-92.84918,226.4,4,,
39.22545,-92.84894,226.5,5,,
39.22681,-92.84872,226.6,6,,
39.22824,-92.84851,226.7,7,,
39.22984,-92.84833,226.8,8,,
39.23117,-92.8485,226.9,9,,
39.23256,-92.84914,227,0,,
39.23382,-92.85013,227.1,1,,
39.23497,-92.8514,227.2,2,,
39.23584,-92.85286,227.3,3,,
39.23654,-92.85451,227.4,4,,
39.23705,-92.85622,227.5,5,,
39.23739,-92.85798,227.6,6,,
39.23755,-92.85984,227.7,7,,
39.23748,-92.86173,227.8,8,,
39.23717,-92.86356,227.9,9,,
39.23662,-92.86527,228,0,,
39.23585,-92.86685,228.1,1,,
39.23497,-92.8683,228.2,2,,
39.23394,-92.86978,228.3,3,,
39.23295,-92.87114,228.4,4,,
39.23197,-92.87251,228.5,5,,
39.23103,-92.87386,228.6,6,,
39.23007,-92.87525,228.7,7,,
39.22911,-92.87664,228.8,8,,
39.22815,-92.87803,228.9,9,,
39.22722,-92.87944,229,0,,
39.22629,-92.88087,229.1,1,,
39.22542,-92.88234,229.2,2,,
39.22459,-92.88386,229.3,3,,
39.22382,-92.88543,229.4,4,,
39.22312,-92.88708,229.5,5,,
39.22251,-92.8888,229.6,6,,
39.22205,-92.8906,229.7,7,,
39.22172,-92.89239,229.8,8,,
39.22144,-92.89422,229.9,9,,
39.22125,-92.89615,230,0,,
39.22115,-92.89801,230.1,1,,
39.22112,-92.89981,230.2,2,,
39.22117,-92.90166,230.3,3,,
39.22133,-92.90359,230.4,4,,
39.22164,-92.90541,230.5,5,,
39.22203,-92.90721,230.6,6,,
39.22245,-92.90899,230.7,7,,
39.22308,-92.91068,230.8,8,,
39.22384,-92.91227,230.9,9,,
39.2247,-92.91372,231,0,,
39.22564,-92.91514,231.1,1,,
39.2267,-92.91641,231.2,2,,
39.22784,-92.91756,231.3,3,,
39.22904,-92.91861,231.4,4,,
39.23032,-92.91948,231.5,5,,
39.23165,-92.92022,231.6,6,,
39.23301,-92.92084,231.7,7,,
39.23444,-92.92125,231.8,8,,
39.23585,-92.92135,231.9,9,,
39.23729,-92.92112,232,0,,
39.23866,-92.92057,232.1,1,,
39.23999,-92.91979,232.2,2,,
39.2412,-92.91902,232.3,3,,
39.24257,-92.91813,232.4,4,,
39.24386,-92.91731,232.5,5,,
39.24514,-92.91653,232.6,6,,
39.24648,-92.9158,232.7,7,,
39.2479,-92.91524,232.8,8,,
39.24933,-92.91492,232.9,9,,
39.2509,-92.91473,233,0,,
39.25236,-92.91473,233.1,1,,
39.2538,-92.9149,233.2,2,,
39.25518,-92.91522,233.3,3,,
39.25659,-92.91578,233.4,4,,
39.25793,-92.9165,233.5,5,,
39.25926,-92.91742,233.6,6,,
39.26048,-92.91851,233.7,7,,
39.26159,-92.91972,233.8,8,,
39.26258,-92.92109,233.9,9,,
39.26336,-92.92257,234,0,,
39.26395,-92.92422,234.1,1,,
39.26436,-92.926,234.2,2,,
39.26456,-92.92784,234.3,3,,
39.26467,-92.92967,234.4,4,,
39.26481,-92.93152,234.5,5,,
39.26506,-92.93332,234.6,6,,
39.26542,-92.93536,234.7,7,,
39.26579,-92.93716,234.8,8,,
39.2662,-92.93898,234.9,9,,
39.26666,-92.94077,235,0,,
39.26714,-92.94248,235.1,1,,
39.26776,-92.94417,235.2,2,,
39.26847,-92.94585,235.3,3,,
39.26921,-92.94745,235.4,4,,
39.27002,-92.949,235.5,5,,
39.27087,-92.95049,235.6,6,,
39.27178,-92.95194,235.7,7,,
39.27274,-92.95333,235.8,8,,
39.27374,-92.95466,235.9,9,,
39.2748,-92.95592,236,0,,
39.27589,-92.95709,236.1,1,,
39.2771,-92.95809,236.2,2,,
39.27839,-92.95886,236.3,3,,
39.27979,-92.95944,236.4,4,,
39.28123,-92.95978,236.5,5,,
39.28268,-92.95987,236.6,6,,
39.28411,-92.95965,236.7,7,,
39.28552,-92.95915,236.8,8,,
39.28686,-92.95849,236.9,9,,
39.28819,-92.9577,237,0,,
39.28948,-92.95686,237.1,1,,
39.29079,-92.9561,237.2,2,,
39.29214,-92.95536,237.3,3,,
39.29348,-92.95476,237.4,4,,
39.2949,-92.95422,237.5,5,,
39.29634,-92.95373,237.6,6,,
39.29775,-92.95329,237.7,7,,
39.29917,-92.9529,237.8,8,,
39.3006,-92.95259,237.9,9,,
39.30201,-92.95245,238,0,,
39.30348,-92.95254,238.1,1,,
39.30487,-92.95293,238.2,2,,
39.30626,-92.95351,238.3,3,,
39.30759,-92.9542,238.4,4,,
39.30889,-92.95508,238.5,5,,
39.3101,-92.9561,238.6,6,,
39.3112,-92.95728,238.7,7,,
39.31219,-92.95865,238.8,8,,
39.31306,-92.96033,238.9,9,,
39.31377,-92.96196,239,0,,
39.31438,-92.96375,239.1,1,,
39.31482,-92.96549,239.2,2,,
39.31509,-92.96732,239.3,3,,
39.31517,-92.96918,239.4,4,,
39.3151,-92.97094,239.5,5,,
39.31494,-92.97283,239.6,6,,
39.31475,-92.97465,239.7,7,,
39.31453,-92.97651,239.8,8,,
39.3143,-92.97835,239.9,9,,
39.31407,-92.98019,240,0,,
39.31386,-92.98206,240.1,1,,
39.31365,-92.98385,240.2,2,,
39.31344,-92.9857,240.3,3,,
39.31321,-92.98762,240.4,4,,
39.31299,-92.98947,240.5,5,,
39.31278,-92.99133,240.6,6,,
39.31261,-92.99317,240.7,7,,
39.31246,-92.99505,240.8,8,,
39.31235,-92.99691,240.9,9,,
39.31229,-92.99877,241,0,,
39.31225,-93.00061,241.1,1,,
39.31223,-93.0025,241.2,2,,
39.31219,-93.00436,241.3,3,,
39.31215,-93.00623,241.4,4,,
39.31211,-93.00809,241.5,5,,
39.31209,-93.00997,241.6,6,,
39.31207,-93.01181,241.7,7,,
39.31204,-93.01368,241.8,8,,
39.31199,-93.01553,241.9,9,,
39.31196,-93.01741,242,0,,
39.31199,-93.01925,242.1,1,,
39.31208,-93.021,242.2,2,,
39.31222,-93.02284,242.3,3,,
39.31239,-93.02472,242.4,4,,
39.31262,-93.02659,242.5,5,,
39.31288,-93.02834,242.6,6,,
39.31318,-93.03016,242.7,7,,
39.3135,-93.03196,242.8,8,,
39.31384,-93.03378,242.9,9,,
39.31418,-93.03561,243,0,,
39.31453,-93.03741,243.1,1,,
39.31495,-93.0392,243.2,2,,
39.31542,-93.04101,243.3,3,,
39.31594,-93.04275,243.4,4,,
39.3165,-93.04447,243.5,5,,
39.31712,-93.04619,243.6,6,,
39.31777,-93.04785,243.7,7,,
39.31846,-93.04947,243.8,8,,
39.31918,-93.05112,243.9,9,,
39.3199,-93.05272,244,0,,
39.32065,-93.05435,244.1,1,,
39.32142,-93.05598,244.2,2,,
39.32218,-93.05757,244.3,3,,
39.32294,-93.05917,244.4,4,,
39.32374,-93.06072,244.5,5,,
39.32458,-93.06224,244.6,6,,
39.3255,-93.06369,244.7,7,,
39.3265,-93.06512,244.8,8,,
39.32751,-93.06649,244.9,9,,
39.32852,-93.06777,245,0,,
39.32965,-93.06904,245.1,1,,
39.33079,-93.0702,245.2,2,,
39.33173,-93.07105,245.3,3,,
39.33306,-93.07218,245.4,4,,
39.33421,-93.07309,245.5,5,,
39.33548,-93.07403,245.6,6,,
39.3368,-93.07484,245.7,7,,
39.33819,-93.07546,245.8,8,,
39.33961,-93.07587,245.9,9,,
39.34108,-93.07623,246,0,,
39.34257,-93.07646,246.1,1,,
39.34402,-93.07652,246.2,2,,
39.34548,-93.07632,246.3,3,,
39.34692,-93.07608,246.4,4,,
39.34839,-93.07583,246.5,5,,
39.34983,-93.0756,246.6,6,,
39.35128,-93.07538,246.7,7,,
39.35274,-93.0752,246.8,8,,
39.3542,-93.07508,246.9,9,,
39.35565,-93.07502,247,0,,
39.3571,-93.07499,247.1,1,,
39.35855,-93.07502,247.2,2,,
39.36007,-93.07511,247.3,3,,
39.36153,-93.07528,247.4,4,,
39.363,-93.07553,247.5,5,,
39.36443,-93.07587,247.6,6,,
39.36585,-93.07625,247.7,7,,
39.36722,-93.07671,247.8,8,,
39.36869,-93.07728,247.9,9,,
39.36992,-93.07785,248,0,,
39.37123,-93.07874,248.1,1,,
39.37247,-93.07972,248.2,2,,
39.37368,-93.0808,248.3,3,,
39.37483,-93.08192,248.4,4,,
39.37596,-93.08309,248.5,5,,
39.37709,-93.0843,248.6,6,,
39.3782,-93.08553,248.7,7,,
39.3793,-93.0868,248.8,8,,
39.38032,-93.08815,248.9,9,,
39.38123,-93.08963,249,0,,
39.38194,-93.09129,249.1,1,,
39.3825,-93.09303,249.2,2,,
39.38297,-93.0948,249.3,3,,
39.38343,-93.09657,249.4,4,,
39.38384,-93.09835,249.5,5,,
39.38419,-93.10017,249.6,6,,
39.38435,-93.10203,249.7,7,,
39.38432,-93.1039,249.8,8,,
39.38412,-93.10576,249.9,9,,
39.38374,-93.10759,250,0,,
39.3832,-93.10935,250.1,1,,
39.38255,-93.11104,250.2,2,,
39.38185,-93.11268,250.3,3,,
39.3811,-93.11433,250.4,4,,
39.38039,-93.11595,250.5,5,,
39.37972,-93.11762,250.6,6,,
39.37908,-93.11933,250.7,7,,
39.3786,-93.12085,250.8,8,,
39.37812,-93.12272,250.9,9,,
39.37778,-93.12442,251,0,,
39.37744,-93.12623,251.1,1,,
39.37718,-93.12806,251.2,2,,
39.377,-93.12992,251.3,3,,
39.37691,-93.13183,251.4,4,,
39.37695,-93.13367,251.5,5,,
39.37713,-93.13553,251.6,6,,
39.37743,-93.13735,251.7,7,,
39.37787,-93.13914,251.8,8,,
39.37842,-93.14086,251.9,9,,
39.3791,-93.14252,252,0,,
39.37991,-93.14415,252.1,1,,
39.38083,-93.14569,252.2,2,,
39.3818,-93.14701,252.3,3,,
39.38287,-93.14827,252.4,4,,
39.38397,-93.1495,252.5,5,,
39.38512,-93.1507,252.6,6,,
39.38627,-93.1518,252.7,7,,
39.38746,-93.15284,252.8,8,,
39.38874,-93.15375,252.9,9,,
39.39006,-93.15453,253,0,,
39.39143,-93.15527,253.1,1,,
39.3929,-93.15583,253.2,2,,
39.39429,-93.15638,253.3,3,,
39.39567,-93.15696,253.4,4,,
39.39703,-93.15758,253.5,5,,
39.39835,-93.15824,253.6,6,,
39.39962,-93.15902,253.7,7,,
39.40103,-93.15999,253.8,8,,
39.4023,-93.16091,253.9,9,,
39.40358,-93.16182,254,0,,
39.40477,-93.16286,254.1,1,,
39.4059,-93.16406,254.2,2,,
39.40695,-93.16532,254.3,3,,
39.40794,-93.16673,254.4,4,,
39.40886,-93.16816,254.5,5,,
39.40972,-93.16965,254.6,6,,
39.41054,-93.1712,254.7,7,,
39.41123,-93.17281,254.8,8,,
39.41176,-93.17456,254.9,9,,
39.41214,-93.17646,255,0,,
39.4124,-93.17835,255.1,1,,
39.41246,-93.18023,255.2,2,,
39.41235,-93.18209,255.3,3,,
39.41206,-93.18393,255.4,4,,
39.41175,-93.18574,255.5,5,,
39.41142,-93.18756,255.6,6,,
39.41105,-93.18937,255.7,7,,
39.41059,-93.19114,255.8,8,,
39.40994,-93.19284,255.9,9,,
39.40914,-93.19443,256,0,,
39.40825,-93.19588,256.1,1,,
39.40721,-93.19723,256.2,2,,
39.40608,-93.19843,256.3,3,,
39.40489,-93.19951,256.4,4,,
39.40361,-93.20038,256.5,5,,
39.40225,-93.20101,256.6,6,,
39.40084,-93.20147,256.7,7,,
