Lat,Long,Name,Tenths,BendName,BendNumber
40.007,-95.30953,490.3,3,Squaw Bend,9-44
40.00828,-95.31041,490.4,4,Squaw Bend,9-44
40.00946,-95.3114,490.5,5,Squaw Bend,9-44
40.01059,-95.31254,490.6,6,Squaw Bend,9-44
40.01158,-95.31392,490.7,7,Squaw Bend,9-44
40.01233,-95.31554,490.8,8,Squaw Bend,9-44
40.01289,-95.31728,490.9,9,Squaw Bend,9-44
40.01326,-95.31898,491,0,Squaw Bend,9-44
40.0135,-95.32071,491.1,1,Squaw Bend,9-44
40.01377,-95.32268,491.2,2,Squaw Bend,9-44
40.01417,-95.32446,491.3,3,Nemaha Bend,9-43
40.01463,-95.32625,491.4,4,Nemaha Bend,9-43
40.01514,-95.32799,491.5,5,Nemaha Bend,9-43
40.0157,-95.32976,491.6,6,Nemaha Bend,9-43
40.01636,-95.33145,491.7,7,Nemaha Bend,9-43
40.01713,-95.33302,491.8,8,Nemaha Bend,9-43
40.01798,-95.33456,491.9,9,Nemaha Bend,9-43
40.019,-95.33588,492,0,Nemaha Bend,9-43
40.02011,-95.33708,492.1,1,Nemaha Bend,9-43
40.0213,-95.33816,492.2,2,Nemaha Bend,9-43
40.02251,-95.3392,492.3,3,Nemaha Bend,9-43
40.02388,-95.34041,492.4,4,Nemaha Bend,9-43
40.02502,-95.34151,492.5,5,Nemaha Bend,9-43
40.02614,-95.34268,492.6,6,Nemaha Bend,9-43
40.0272,-95.34395,492.7,7,Nemaha Bend,9-43
40.02814,-95.34534,492.8,8,Nemaha Bend,9-43
40.029,-95.34679,492.9,9,Nemaha Bend,9-43
40.02975,-95.34828,493,0,Nemaha Bend,9-43
40.03044,-95.35,493.1,1,Nemaha Bend,9-43
40.03105,-95.35177,493.2,2,Nemaha Bend,9-43
40.03149,-95.35357,493.3,3,Nemaha Bend,9-43
40.03181,-95.35541,493.4,4,Nemaha Bend,9-43
40.03205,-95.35727,493.5,5,Nemaha Bend,9-43
40.03216,-95.35915,493.6,6,Nemaha Bend,9-43
40.03212,-95.36091,493.7,7,Nemaha Bend,9-43
40.0319,-95.36278,493.8,8,Nemaha Bend,9-43
40.03155,-95.36454,493.9,9,Nemaha Bend,9-43
40.03105,-95.36626,494,0,Nemaha Bend,9-43
40.03049,-95.36798,494.1,1,Nemaha Bend,9-43
40.02992,-95.36972,494.2,2,Nemaha Bend,9-43
40.02939,-95.3715,494.3,3,Nemaha Bend,9-43
40.02885,-95.37327,494.4,4,Nemaha Bend,9-43
40.02832,-95.37502,494.5,5,Rulo Bend,9-42
40.02781,-95.37676,494.6,6,Rulo Bend,9-42
40.02737,-95.37853,494.7,7,Rulo Bend,9-42
40.02698,-95.38038,494.8,8,Rulo Bend,9-42
40.02666,-95.3822,494.9,9,Rulo Bend,9-42
40.02641,-95.38408,495,0,Rulo Bend,9-42
40.02627,-95.38595,495.1,1,Rulo Bend,9-42
40.02624,-95.38785,495.2,2,Rulo Bend,9-42
40.02632,-95.3897,495.3,3,Rulo Bend,9-42
40.02652,-95.39161,495.4,4,Rulo Bend,9-42
40.02679,-95.39344,495.5,5,Rulo Bend,9-42
40.02719,-95.3952,495.6,6,Rulo Bend,9-42
40.02766,-95.39706,495.7,7,Rulo Bend,9-42
40.02821,-95.39884,495.8,8,Rulo Bend,9-42
40.02886,-95.40055,495.9,9,Rulo Bend,9-42
40.02958,-95.40217,496,0,Rulo Bend,9-42
40.03044,-95.40386,496.1,1,Rulo Bend,9-42
40.03128,-95.40536,496.2,2,Rulo Bend,9-42
40.03211,-95.40682,496.3,3,Rulo Bend,9-42
40.03305,-95.40825,496.4,4,Rulo Bend,9-42
40.03406,-95.40967,496.5,5,Rulo Bend,9-42
40.03503,-95.41092,496.6,6,Rulo Bend,9-42
40.0361,-95.41217,496.7,7,Rulo Bend,9-42
40.03725,-95.41333,496.8,8,Rulo Bend,9-42
40.03843,-95.41443,496.9,9,Rulo Bend,9-42
40.03963,-95.41543,497,0,Rulo Bend,9-42
40.04088,-95.41638,497.1,1,Rulo Bend,9-42
40.04215,-95.41724,497.2,2,Rulo Bend,9-42
40.04348,-95.41805,497.3,3,Rulo Bend,9-42
40.04481,-95.41876,497.4,4,Rulo Bend,9-42
40.04611,-95.41936,497.5,5,Rulo Bend,9-42
40.04757,-95.41995,497.6,6,Rulo Bend,9-42
40.04903,-95.42043,497.7,7,Rulo Bend,9-42
40.05038,-95.42081,497.8,8,Rulo Bend,9-42
40.05185,-95.42116,497.9,9,Rulo Bend,9-42
40.05323,-95.42142,498,0,Rulo Bend,9-42
40.05474,-95.42162,498.1,1,Rulo Bend,9-42
40.05619,-95.42174,498.2,2,Rulo Bend,9-42
40.05759,-95.42179,498.3,3,Rulo Bend,9-42
40.05919,-95.42148,498.4,4,Rulo Bend,9-42
40.06067,-95.42127,498.5,5,Rulo Bend,9-42
40.06217,-95.42093,498.6,6,Rulo Bend,9-42
40.0636,-95.42027,498.7,7,Lower Rush Bottom Bend,9-41
40.06482,-95.41933,498.8,8,Lower Rush Bottom Bend,9-41
40.06613,-95.41825,498.9,9,Lower Rush Bottom Bend,9-41
40.06727,-95.41704,499,0,Lower Rush Bottom Bend,9-41
40.06819,-95.41564,499.1,1,Lower Rush Bottom Bend,9-41
40.06927,-95.4142,499.2,2,Lower Rush Bottom Bend,9-41
40.07032,-95.41282,499.3,3,Lower Rush Bottom Bend,9-41
40.07132,-95.41167,499.4,4,Lower Rush Bottom Bend,9-41
40.0722,-95.41076,499.5,5,Lower Rush Bottom Bend,9-41
40.07313,-95.40983,499.6,6,Lower Rush Bottom Bend,9-41
40.07441,-95.40873,499.7,7,Lower Rush Bottom Bend,9-41
40.07578,-95.40792,499.8,8,Lower Rush Bottom Bend,9-41
40.07715,-95.40748,499.9,9,Lower Rush Bottom Bend,9-41
40.0786,-95.40761,500,0,Lower Rush Bottom Bend,9-41
40.07999,-95.40799,500.1,1,Lower Rush Bottom Bend,9-41
40.08138,-95.40851,500.2,2,Lower Rush Bottom Bend,9-41
40.08271,-95.40898,500.3,3,Lower Rush Bottom Bend,9-41
40.08418,-95.40944,500.4,4,Upper Rush Bottom Bend,9-40
40.08572,-95.40992,500.5,5,Upper Rush Bottom Bend,9-40
40.08721,-95.41038,500.6,6,Upper Rush Bottom Bend,9-40
40.08867,-95.41067,500.7,7,Upper Rush Bottom Bend,9-40
40.09013,-95.41086,500.8,8,Upper Rush Bottom Bend,9-40
40.0916,-95.4109,500.9,9,Upper Rush Bottom Bend,9-40
40.09306,-95.4108,501,0,Upper Rush Bottom Bend,9-40
40.09444,-95.41037,501.1,1,Upper Rush Bottom Bend,9-40
40.09578,-95.40974,501.2,2,Upper Rush Bottom Bend,9-40
40.09703,-95.40887,501.3,3,Upper Rush Bottom Bend,9-40
40.09826,-95.40769,501.4,4,Upper Rush Bottom Bend,9-40
40.09933,-95.4059,501.5,5,Upper Rush Bottom Bend,9-40
40.10003,-95.40418,501.6,6,Upper Rush Bottom Bend,9-40
40.10083,-95.40263,501.7,7,Upper Rush Bottom Bend,9-40
40.10169,-95.40111,501.8,8,Upper Rush Bottom Bend,9-40
40.10255,-95.39963,501.9,9,Lower Arago Bend,9-39
40.10345,-95.39831,502,0,Lower Arago Bend,9-39
40.10452,-95.39705,502.1,1,Lower Arago Bend,9-39
40.1057,-95.39576,502.2,2,Lower Arago Bend,9-39
40.10674,-95.39461,502.3,3,Lower Arago Bend,9-39
40.10806,-95.3936,502.4,4,Lower Arago Bend,9-39
40.1093,-95.39275,502.5,5,Lower Arago Bend,9-39
40.11068,-95.39209,502.6,6,Lower Arago Bend,9-39
40.11209,-95.39171,502.7,7,Lower Arago Bend,9-39
40.1136,-95.39145,502.8,8,Lower Arago Bend,9-39
40.11493,-95.39135,502.9,9,Lower Arago Bend,9-39
40.11633,-95.39156,503,0,Lower Arago Bend,9-39
40.11774,-95.39169,503.1,1,Lower Arago Bend,9-39
40.11928,-95.39216,503.2,2,Lower Arago Bend,9-39
40.12064,-95.39271,503.3,3,Lower Arago Bend,9-39
40.12194,-95.39351,503.4,4,Lower Arago Bend,9-39
40.12321,-95.39424,503.5,5,Lower Arago Bend,9-39
40.12421,-95.39516,503.6,6,Lower Arago Bend,9-39
40.12543,-95.3962,503.7,7,Lower Arago Bend,9-39
40.12647,-95.39739,503.8,8,Lower Arago Bend,9-39
40.12738,-95.39876,503.9,9,Lower Arago Bend,9-39
40.12827,-95.40027,504,0,Lower Arago Bend,9-39
40.129,-95.40185,504.1,1,Lower Arago Bend,9-39
40.12956,-95.40356,504.2,2,Lower Arago Bend,9-39
40.12992,-95.40546,504.3,3,Lower Arago Bend,9-39
40.12996,-95.40747,504.4,4,Lower Arago Bend,9-39
40.12985,-95.40934,504.5,5,Lower Arago Bend,9-39
40.12972,-95.4112,504.6,6,Upper Arago Bend,9-38
40.12976,-95.41309,504.7,7,Upper Arago Bend,9-38
40.12988,-95.41496,504.8,8,Upper Arago Bend,9-38
40.13006,-95.41686,504.9,9,Upper Arago Bend,9-38
40.13033,-95.41874,505,0,Upper Arago Bend,9-38
40.13075,-95.42045,505.1,1,Upper Arago Bend,9-38
40.13141,-95.42218,505.2,2,Upper Arago Bend,9-38
40.13216,-95.42383,505.3,3,Upper Arago Bend,9-38
40.13298,-95.42541,505.4,4,Upper Arago Bend,9-38
40.13397,-95.42696,505.5,5,Upper Arago Bend,9-38
40.13511,-95.42834,505.6,6,Upper Arago Bend,9-38
40.1363,-95.42957,505.7,7,Upper Arago Bend,9-38
40.13752,-95.43062,505.8,8,Upper Arago Bend,9-38
40.13885,-95.43152,505.9,9,Upper Arago Bend,9-38
40.1401,-95.43232,506,0,Upper Arago Bend,9-38
40.1415,-95.43289,506.1,1,Upper Arago Bend,9-38
40.143,-95.43305,506.2,2,Upper Arago Bend,9-38
40.14448,-95.43293,506.3,3,Upper Arago Bend,9-38
40.14588,-95.43278,506.4,4,Upper Arago Bend,9-38
40.14736,-95.43273,506.5,5,Upper Arago Bend,9-38
40.14881,-95.43272,506.6,6,Upper Arago Bend,9-38
40.15029,-95.43278,506.7,7,Upper Arago Bend,9-38
40.15169,-95.43287,506.8,8,Upper Arago Bend,9-38
40.15316,-95.43306,506.9,9,Upper Arago Bend,9-38
40.15457,-95.43334,507,0,Lower Cottier Bend,9-37
40.15593,-95.43377,507.1,1,Lower Cottier Bend,9-37
40.15732,-95.43437,507.2,2,Lower Cottier Bend,9-37
40.15862,-95.43515,507.3,3,Lower Cottier Bend,9-37
40.1599,-95.43621,507.4,4,Lower Cottier Bend,9-37
40.161,-95.4374,507.5,5,Lower Cottier Bend,9-37
40.16193,-95.43862,507.6,6,Lower Cottier Bend,9-37
40.16279,-95.44021,507.7,7,Lower Cottier Bend,9-37
40.16352,-95.44196,507.8,8,Lower Cottier Bend,9-37
40.16408,-95.44372,507.9,9,Lower Cottier Bend,9-37
40.16446,-95.4456,508,0,Lower Cottier Bend,9-37
40.16483,-95.44743,508.1,1,Lower Cottier Bend,9-37
40.16518,-95.44919,508.2,2,Lower Cottier Bend,9-37
40.16555,-95.45105,508.3,3,Lower Cottier Bend,9-37
40.16594,-95.45296,508.4,4,Lower Cottier Bend,9-37
40.1664,-95.4547,508.5,5,Upper Cottier Bend,9-36
40.16689,-95.45632,508.6,6,Upper Cottier Bend,9-36
40.1676,-95.45806,508.7,7,Upper Cottier Bend,9-36
40.16836,-95.45967,508.8,8,Upper Cottier Bend,9-36
40.16923,-95.4612,508.9,9,Upper Cottier Bend,9-36
40.17011,-95.46269,509,0,Upper Cottier Bend,9-36
40.17112,-95.46404,509.1,1,Upper Cottier Bend,9-36
40.17209,-95.46539,509.2,2,Upper Cottier Bend,9-36
40.17315,-95.46675,509.3,3,Upper Cottier Bend,9-36
40.17417,-95.46808,509.4,4,Upper Cottier Bend,9-36
40.17526,-95.4694,509.5,5,Upper Cottier Bend,9-36
40.17634,-95.4707,509.6,6,Upper Cottier Bend,9-36
40.17743,-95.47186,509.7,7,Upper Cottier Bend,9-36
40.17861,-95.47313,509.8,8,Upper Cottier Bend,9-36
40.17978,-95.4743,509.9,9,Upper Cottier Bend,9-36
40.18085,-95.4754,510,0,Upper Cottier Bend,9-36
40.18199,-95.47652,510.1,1,Upper Cottier Bend,9-36
40.18322,-95.47763,510.2,2,Upper Cottier Bend,9-36
40.18444,-95.47864,510.3,3,Upper Cottier Bend,9-36
40.18571,-95.47956,510.4,4,Upper Cottier Bend,9-36
40.18697,-95.48025,510.5,5,Upper Cottier Bend,9-36
40.18826,-95.48093,510.6,6,Upper Cottier Bend,9-36
40.18964,-95.48153,510.7,7,Upper Cottier Bend,9-36
40.19107,-95.48213,510.8,8,Upper Cottier Bend,9-36
40.19249,-95.48254,510.9,9,Upper Cottier Bend,9-36
40.1939,-95.48279,511,0,Upper Cottier Bend,9-36
40.19536,-95.48303,511.1,1,Upper Cottier Bend,9-36
40.19676,-95.48311,511.2,2,Upper Cottier Bend,9-36
40.1982,-95.48297,511.3,3,Upper Cottier Bend,9-36
40.19965,-95.48276,511.4,4,Upper Cottier Bend,9-36
40.20125,-95.48234,511.5,5,Upper Cottier Bend,9-36
40.20296,-95.48178,511.6,6,Upper Cottier Bend,9-36
40.20427,-95.48124,511.7,7,Upper Cottier Bend,9-36
40.2055,-95.48022,511.8,8,Upper Cottier Bend,9-36
40.20661,-95.47903,511.9,9,Upper Cottier Bend,9-36
40.20769,-95.47771,512,0,Upper Cottier Bend,9-36
40.20878,-95.47651,512.1,1,Upper Cottier Bend,9-36
40.2099,-95.47534,512.2,2,Upper Cottier Bend,9-36
40.21103,-95.47422,512.3,3,Upper Cottier Bend,9-36
40.21223,-95.47318,512.4,4,Upper Cottier Bend,9-36
40.21359,-95.47214,512.5,5,Upper Cottier Bend,9-36
40.21499,-95.47127,512.6,6,Hemmies Bend,9-35
40.21641,-95.47057,512.7,7,Hemmies Bend,9-35
40.21781,-95.47001,512.8,8,Hemmies Bend,9-35
40.21924,-95.46954,512.9,9,Hemmies Bend,9-35
40.2206,-95.46917,513,0,Hemmies Bend,9-35
40.22201,-95.46888,513.1,1,Hemmies Bend,9-35
40.22347,-95.46861,513.2,2,Hemmies Bend,9-35
40.22495,-95.4685,513.3,3,Hemmies Bend,9-35
40.22637,-95.46847,513.4,4,Hemmies Bend,9-35
40.22777,-95.46868,513.5,5,Hemmies Bend,9-35
40.22915,-95.46886,513.6,6,Hemmies Bend,9-35
40.23054,-95.4692,513.7,7,Hemmies Bend,9-35
40.23197,-95.46964,513.8,8,Hemmies Bend,9-35
40.23337,-95.47011,513.9,9,Hemmies Bend,9-35
40.2348,-95.47061,514,0,Hemmies Bend,9-35
40.23613,-95.47138,514.1,1,Hemmies Bend,9-35
40.23752,-95.47214,514.2,2,Hemmies Bend,9-35
40.23884,-95.47294,514.3,3,Hemmies Bend,9-35
40.2401,-95.4739,514.4,4,Hemmies Bend,9-35
40.24126,-95.47486,514.5,5,Hemmies Bend,9-35
40.24237,-95.47597,514.6,6,Hemmies Bend,9-35
40.24354,-95.47732,514.7,7,Hemmies Bend,9-35
40.24451,-95.47877,514.8,8,Hemmies Bend,9-35
40.24549,-95.48018,514.9,9,Hemmies Bend,9-35
40.2463,-95.4817,515,0,Hemmies Bend,9-35
40.24714,-95.48334,515.1,1,Hemmies Bend,9-35
40.24787,-95.48493,515.2,2,Hemmies Bend,9-35
40.24849,-95.48672,515.3,3,Hemmies Bend,9-35
40.24894,-95.48854,515.4,4,Hemmies Bend,9-35
40.24931,-95.49024,515.5,5,Hemmies Bend,9-35
40.24961,-95.49217,515.6,6,Hemmies Bend,9-35
40.24968,-95.49412,515.7,7,Hemmies Bend,9-35
40.2496,-95.49602,515.8,8,Hemmies Bend,9-35
40.24931,-95.49792,515.9,9,Hemmies Bend,9-35
40.24909,-95.49969,516,0,Hemmies Bend,9-35
40.24878,-95.50161,516.1,1,Indian Cave Bend,9-34
40.24858,-95.5035,516.2,2,Indian Cave Bend,9-34
40.24836,-95.50534,516.3,3,Indian Cave Bend,9-34
40.24819,-95.50729,516.4,4,Indian Cave Bend,9-34
40.24801,-95.50923,516.5,5,Indian Cave Bend,9-34
40.2479,-95.51127,516.6,6,Indian Cave Bend,9-34
40.24784,-95.51317,516.7,7,Indian Cave Bend,9-34
40.24783,-95.51495,516.8,8,Indian Cave Bend,9-34
40.2479,-95.51684,516.9,9,Indian Cave Bend,9-34
40.24804,-95.51869,517,0,Indian Cave Bend,9-34
40.24834,-95.52053,517.1,1,Indian Cave Bend,9-34
40.24889,-95.5223,517.2,2,Indian Cave Bend,9-34
40.24955,-95.52396,517.3,3,Indian Cave Bend,9-34
40.25053,-95.52547,517.4,4,Indian Cave Bend,9-34
40.25137,-95.52698,517.5,5,Indian Cave Bend,9-34
40.25213,-95.52833,517.6,6,Indian Cave Bend,9-34
40.253,-95.52985,517.7,7,Lower Deroin Bend,9-33
40.25385,-95.53136,517.8,8,Lower Deroin Bend,9-33
40.25462,-95.53296,517.9,9,Lower Deroin Bend,9-33
40.25525,-95.53467,518,0,Lower Deroin Bend,9-33
40.25577,-95.53644,518.1,1,Lower Deroin Bend,9-33
40.25601,-95.53834,518.2,2,Lower Deroin Bend,9-33
40.25632,-95.54016,518.3,3,Lower Deroin Bend,9-33
40.25677,-95.54199,518.4,4,Lower Deroin Bend,9-33
40.25727,-95.54401,518.5,5,Upper Deroin Bend,9-32
40.25793,-95.54616,518.6,6,Upper Deroin Bend,9-32
40.25863,-95.54792,518.7,7,Upper Deroin Bend,9-32
40.25942,-95.54951,518.8,8,Upper Deroin Bend,9-32
40.26024,-95.55103,518.9,9,Upper Deroin Bend,9-32
40.26119,-95.55237,519,0,Upper Deroin Bend,9-32
40.26225,-95.55366,519.1,1,Upper Deroin Bend,9-32
40.26345,-95.55477,519.2,2,Upper Deroin Bend,9-32
40.26469,-95.55575,519.3,3,Upper Deroin Bend,9-32
40.26605,-95.55652,519.4,4,Upper Deroin Bend,9-32
40.26743,-95.55693,519.5,5,Upper Deroin Bend,9-32
40.26902,-95.55704,519.6,6,Upper Deroin Bend,9-32
40.27051,-95.55681,519.7,7,Upper Deroin Bend,9-32
40.27187,-95.55628,519.8,8,Upper Deroin Bend,9-32
40.27318,-95.55552,519.9,9,Upper Deroin Bend,9-32
40.27437,-95.55459,520,0,Upper Deroin Bend,9-32
40.27557,-95.5537,520.1,1,Upper Deroin Bend,9-32
40.27686,-95.55275,520.2,2,Upper Deroin Bend,9-32
40.27821,-95.55192,520.3,3,Upper Deroin Bend,9-32
40.27954,-95.55126,520.4,4,Upper Deroin Bend,9-32
40.2809,-95.55073,520.5,5,Upper Deroin Bend,9-32
40.28241,-95.55032,520.6,6,Lincoln Bend,9-31
40.28386,-95.55019,520.7,7,Lincoln Bend,9-31
40.28531,-95.55019,520.8,8,Lincoln Bend,9-31
40.28678,-95.55037,520.9,9,Lincoln Bend,9-31
40.28821,-95.5507,521,0,Lincoln Bend,9-31
40.28953,-95.55126,521.1,1,Lincoln Bend,9-31
40.29086,-95.5521,521.2,2,Lincoln Bend,9-31
40.29206,-95.55308,521.3,3,Lincoln Bend,9-31
40.29316,-95.55427,521.4,4,Lincoln Bend,9-31
40.29427,-95.55565,521.5,5,Lincoln Bend,9-31
40.29527,-95.55717,521.6,6,Lincoln Bend,9-31
40.29618,-95.55877,521.7,7,Lincoln Bend,9-31
40.29701,-95.56037,521.8,8,Lincoln Bend,9-31
40.29775,-95.56197,521.9,9,Lincoln Bend,9-31
40.29842,-95.56368,522,0,Lincoln Bend,9-31
40.29897,-95.56537,522.1,1,Lincoln Bend,9-31
40.29935,-95.56721,522.2,2,Lincoln Bend,9-31
40.29955,-95.56897,522.3,3,Lincoln Bend,9-31
40.29954,-95.5709,522.4,4,Lincoln Bend,9-31
40.2993,-95.57302,522.5,5,Lower Morgan Bend,9-30
40.29915,-95.57496,522.6,6,Lower Morgan Bend,9-30
40.29909,-95.5769,522.7,7,Lower Morgan Bend,9-30
40.29918,-95.57877,522.8,8,Lower Morgan Bend,9-30
40.29939,-95.58069,522.9,9,Lower Morgan Bend,9-30
40.29971,-95.58259,523,0,Lower Morgan Bend,9-30
40.30015,-95.58443,523.1,1,Lower Morgan Bend,9-30
40.30068,-95.58614,523.2,2,Lower Morgan Bend,9-30
40.30149,-95.58772,523.3,3,Lower Morgan Bend,9-30
40.30252,-95.58922,523.4,4,Lower Morgan Bend,9-30
40.30361,-95.59027,523.5,5,Lower Morgan Bend,9-30
40.30468,-95.59132,523.6,6,Lower Morgan Bend,9-30
40.30584,-95.59245,523.7,7,Lower Morgan Bend,9-30
40.307,-95.59374,523.8,8,Lower Morgan Bend,9-30
40.30804,-95.59501,523.9,9,Lower Morgan Bend,9-30
40.30905,-95.59643,524,0,Upper Morgan Bend,9-29
40.30991,-95.59793,524.1,1,Upper Morgan Bend,9-29
40.31072,-95.5995,524.2,2,Upper Morgan Bend,9-29
40.31153,-95.60114,524.3,3,Upper Morgan Bend,9-29
40.31225,-95.60284,524.4,4,Upper Morgan Bend,9-29
40.31283,-95.60424,524.5,5,Upper Morgan Bend,9-29
40.31333,-95.60574,524.6,6,Upper Morgan Bend,9-29
40.31382,-95.60755,524.7,7,Upper Morgan Bend,9-29
40.31419,-95.60934,524.8,8,Upper Morgan Bend,9-29
40.31443,-95.61126,524.9,9,Upper Morgan Bend,9-29
40.31454,-95.61307,525,0,Upper Morgan Bend,9-29
40.31453,-95.61493,525.1,1,Upper Morgan Bend,9-29
40.31432,-95.6168,525.2,2,Upper Morgan Bend,9-29
40.31394,-95.61859,525.3,3,Upper Morgan Bend,9-29
40.31346,-95.62029,525.4,4,Upper Morgan Bend,9-29
40.31282,-95.62224,525.5,5,Upper Morgan Bend,9-29
40.31213,-95.62392,525.6,6,Upper Morgan Bend,9-29
40.31143,-95.62566,525.7,7,Upper Morgan Bend,9-29
40.31079,-95.62729,525.8,8,Upper Morgan Bend,9-29
40.31012,-95.62894,525.9,9,Upper Morgan Bend,9-29
40.30943,-95.63061,526,0,Upper Morgan Bend,9-29
40.30877,-95.6323,526.1,1,Aspinwall Bend,9-28
40.30813,-95.63399,526.2,2,Aspinwall Bend,9-28
40.30758,-95.63569,526.3,3,Aspinwall Bend,9-28
40.30697,-95.63739,526.4,4,Aspinwall Bend,9-28
40.30657,-95.63918,526.5,5,Aspinwall Bend,9-28
40.30609,-95.64097,526.6,6,Aspinwall Bend,9-28
40.30578,-95.64294,526.7,7,Aspinwall Bend,9-28
40.30561,-95.64477,526.8,8,Aspinwall Bend,9-28
40.30563,-95.64667,526.9,9,Aspinwall Bend,9-28
40.30581,-95.64856,527,0,Aspinwall Bend,9-28
40.30623,-95.65036,527.1,1,Aspinwall Bend,9-28
40.30684,-95.65208,527.2,2,Aspinwall Bend,9-28
40.30766,-95.65366,527.3,3,Aspinwall Bend,9-28
40.30871,-95.65504,527.4,4,Aspinwall Bend,9-28
40.30998,-95.65616,527.5,5,Aspinwall Bend,9-28
40.31135,-95.65716,527.6,6,Aspinwall Bend,9-28
40.31277,-95.65767,527.7,7,Aspinwall Bend,9-28
40.31429,-95.65797,527.8,8,Aspinwall Bend,9-28
40.31574,-95.658,527.9,9,Aspinwall Bend,9-28
40.31721,-95.65777,528,0,Aspinwall Bend,9-28
40.31867,-95.65731,528.1,1,Aspinwall Bend,9-28
40.31994,-95.65649,528.2,2,Aspinwall Bend,9-28
40.32121,-95.65551,528.3,3,Aspinwall Bend,9-28
40.32234,-95.65436,528.4,4,Aspinwall Bend,9-28
40.32328,-95.65322,528.5,5,Aspinwall Bend,9-28
40.32409,-95.65191,528.6,6,Aspinwall Bend,9-28
40.32482,-95.6503,528.7,7,Aspinwall Bend,9-28
40.32539,-95.6486,528.8,8,Aspinwall Bend,9-28
40.32577,-95.64677,528.9,9,Aspinwall Bend,9-28
40.32608,-95.64491,529,0,Aspinwall Bend,9-28
40.32647,-95.6431,529.1,1,Langdon Bend,9-27
40.32684,-95.64127,529.2,2,Langdon Bend,9-27
40.32729,-95.63946,529.3,3,Langdon Bend,9-27
40.32774,-95.63761,529.4,4,Langdon Bend,9-27
40.32821,-95.63595,529.5,5,Langdon Bend,9-27
40.32874,-95.63432,529.6,6,Langdon Bend,9-27
40.32939,-95.63254,529.7,7,Langdon Bend,9-27
40.33004,-95.63093,529.8,8,Langdon Bend,9-27
40.3308,-95.62923,529.9,9,Langdon Bend,9-27
40.33165,-95.62768,530,0,Langdon Bend,9-27
40.33265,-95.62629,530.1,1,Langdon Bend,9-27
40.33372,-95.62511,530.2,2,Langdon Bend,9-27
40.33479,-95.62388,530.3,3,Langdon Bend,9-27
40.33602,-95.62299,530.4,4,Langdon Bend,9-27
40.33724,-95.62243,530.5,5,Langdon Bend,9-27
40.33847,-95.62203,530.6,6,Langdon Bend,9-27
40.33996,-95.62177,530.7,7,Langdon Bend,9-27
40.34146,-95.62163,530.8,8,Langdon Bend,9-27
40.34297,-95.62171,530.9,9,Langdon Bend,9-27
40.34432,-95.62192,531,0,Langdon Bend,9-27
40.34571,-95.62221,531.1,1,Langdon Bend,9-27
40.34711,-95.62272,531.2,2,Langdon Bend,9-27
40.34845,-95.62332,531.3,3,Langdon Bend,9-27
40.34981,-95.62395,531.4,4,Langdon Bend,9-27
40.35149,-95.62492,531.5,5,Langdon Bend,9-27
40.3527,-95.6261,531.6,6,Langdon Bend,9-27
40.3538,-95.62733,531.7,7,Langdon Bend,9-27
40.35486,-95.62867,531.8,8,Lower Brownville Bend,9-26
40.35584,-95.6301,531.9,9,Lower Brownville Bend,9-26
40.35679,-95.63142,532,0,Lower Brownville Bend,9-26
40.35771,-95.63292,532.1,1,Lower Brownville Bend,9-26
40.3587,-95.63427,532.2,2,Lower Brownville Bend,9-26
40.3597,-95.63552,532.3,3,Lower Brownville Bend,9-26
40.36082,-95.63697,532.4,4,Lower Brownville Bend,9-26
40.3619,-95.63794,532.5,5,Lower Brownville Bend,9-26
40.3631,-95.63912,532.6,6,Lower Brownville Bend,9-26
40.36426,-95.64012,532.7,7,Lower Brownville Bend,9-26
40.36559,-95.64101,532.8,8,Lower Brownville Bend,9-26
40.36699,-95.64168,532.9,9,Lower Brownville Bend,9-26
40.36842,-95.64203,533,0,Lower Brownville Bend,9-26
40.36988,-95.64223,533.1,1,Lower Brownville Bend,9-26
40.37134,-95.64212,533.2,2,Lower Brownville Bend,9-26
40.37273,-95.64183,533.3,3,Lower Brownville Bend,9-26
40.37425,-95.64146,533.4,4,Lower Brownville Bend,9-26
40.37565,-95.64125,533.5,5,Lower Brownville Bend,9-26
40.37717,-95.64107,533.6,6,Upper Brownville Bend,9-25
40.37868,-95.64103,533.7,7,Upper Brownville Bend,9-25
40.38012,-95.64099,533.8,8,Upper Brownville Bend,9-25
40.38152,-95.64117,533.9,9,Upper Brownville Bend,9-25
40.38294,-95.64149,534,0,Upper Brownville Bend,9-25
40.38435,-95.64179,534.1,1,Upper Brownville Bend,9-25
40.38575,-95.64226,534.2,2,Upper Brownville Bend,9-25
40.38708,-95.6428,534.3,3,Upper Brownville Bend,9-25
40.3884,-95.64357,534.4,4,Upper Brownville Bend,9-25
40.38967,-95.64448,534.5,5,Upper Brownville Bend,9-25
40.39095,-95.64563,534.6,6,Upper Brownville Bend,9-25
40.39209,-95.6467,534.7,7,Upper Brownville Bend,9-25
40.39328,-95.64774,534.8,8,Lower Sonara Bend,9-24
40.39448,-95.64876,534.9,9,Lower Sonara Bend,9-24
40.39572,-95.64981,535,0,Lower Sonara Bend,9-24
40.39697,-95.65085,535.1,1,Lower Sonara Bend,9-24
40.39819,-95.65183,535.2,2,Lower Sonara Bend,9-24
40.39945,-95.65283,535.3,3,Lower Sonara Bend,9-24
40.4007,-95.65382,535.4,4,Lower Sonara Bend,9-24
